hospid,hospname,city,zipcode,owner,beds,church,zip,othernfp,forprofit,countyowner,ER,burncare,CICU,NICU,alternate_birthing,hospice,alcohol_rehab,drug_rehab,ctscan,MRI,PET_scan,lithotripsy,heartsurgery,cardiaccath,homehealth,residency_program,radiation_therapy,physical_rehab,transplant,trauma,occupancy,clinic_visits,ER_visits,surgeries,OPTsurgeries,currentassets,PPE,accumulated_depreciation,total_assets,current_liabilities,longterm_debt,chargestot,chargesIPT,chargesOPT,chargesANC,deductions,otherrevenue,net_revenue,patient_revenue,totexpenses,iptexpenses,ambexpenses,ancexpenses,resexpenses,edexpenses,adminexpenses,netincome,l_pr,l_or,l_admin_exp
190045,AVALON MEDICAL DEVELOPMENT CORPORATION,AVALON,90704,AVALON MEDICAL DEVELOPMENT CORPORAION,12,0,90704,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.679908693,6276,1396,,,1156757,802987,-444197,1959744,1143489,34843,3844539,1629638,1249669,965232,1590284,174422,2428677,2254255,3407076,670753,677696,490633,,,1356362,-978399,14.62833023,12.06923294,14.12031651
190053,CATHOLIC HEALTHCARE WEST-SOUTHERN CALIFORNIA,LONG BEACH,908131050,CATHOLIC HEALTHCARE WEST-SOUTHERN CALIFORNIA,257,1,90813,0,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0.898502231,23504,41877,5382,1966,59413152,45332120,-47365472,118708304,39094232,14936009,517370848,123909952,49214368,344246528,387228352,1710293,142617376,140907088,144992096,30198528,13885797,40886740,,4297048,45224808,-2374726,18.76361084,14.35217571,17.62715721
190066,BELLFLOWER MEDICAL CENTER,BELLFLOWER,90706,PACIFIC HEALTH CORPORATION,144,0,90706,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0.566647649,,9155,5406,,11882339,4948638,-12859669,17284408,8552294,,131370928,34441360,3087856,93841712,94458400,154657,38956280,38801624,37053964,7914664,765633,9760729,,,16160186,1902318,17.47397232,11.94896507,16.59806061
190081,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,MONTEBELLO,90640,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,223,0,90640,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0.652337372,,29729,4449,,17295716,24398360,-61182028,53087708,17399112,,186465408,49679008,8799664,127986744,112662624,350424,74180224,73829800,83247984,20084680,4547755,27422716,,,26860910,-9067765,18.11727333,12.76689911,17.1061821
190110,BROTMAN MEDICAL CENTER,CULVER CITY,90025,TENET HEALTHCARE CORPORATION,385,0,90025,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0.548443377,,25676,3047,,23921684,37530760,-21817354,63042184,11399256,15925000,747487232,210716048,4161605,532609568,634575424,187814,113099632,112911816,97489488,27453312,2404844,30280330,,,33851644,15610137,18.54211807,12.14320755,17.33749771
190125,CALIFORNIA HOSPITAL MEDICAL CENTER,LOS ANGELES,90015,CATHOLIC HEALTHCARE WEST,275,0,90015,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0.590346217,48748,37311,3827,,34812048,68827976,-26925988,105700480,17378994,30518816,383351040,95053168,33365972,254931904,277660576,1237380,114721592,113484208,113652176,23106226,7944537,30280864,,3503743,38020100,1069413,18.54717445,14.02850723,17.45362473
190148,CVHS HOSPITAL CORPORATION,INGLEWOOD,90301,TENET HEALTHCARE CORPORATION,318,0,90301,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0.776221216,67137,34516,7388,,73690040,93053528,-33223220,310730368,26894368,,1501030912,385679296,47422580,1067929024,1275403392,1904182,233178032,231273856,200725584,35967700,14796955,75778832,,,65606656,32452444,19.25911331,14.45956326,17.99918747
190155,CENTURY CITY HOSPITAL,LOS ANGELES,90067,TENET HEALTHCARE CORPORATION,112,0,90067,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0.960518599,5765,12597,3464,,12014582,18149074,-7191073,42325080,13429077,75000,562436352,131260120,12511926,418664320,484082080,216998,78571264,78354272,77436424,15710847,4482673,27321144,,303460,21929568,1134845,18.17675018,12.28764343,16.90334702
190159,TRI-CITY REGIONAL MEDICAL CENTER,HAWAIIAN GARDENS,90716,TRI-CITY REGIONAL MEDICAL CENTER,137,0,90716,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.237296268,2559,4693,2474,,14728331,2191543,-3282135,16924874,13946983,7136326,102680312,15650840,15985109,71044368,70787584,262793,32155520,31892728,30256610,3419707,2460673,8075733,,,14036271,1898911,17.27788925,12.47912216,16.45715523
190196,"GARDENA PHYSICIANS HOSPITAL, INC.",GARDENA,902474011,"GARDENA PHYSICIANS HOSPITAL, INC.",30,0,90247,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0.374703199,1302,,539,,1914566,3241448,-1394150,5644046,1686019,4136224,14916421,1942040,457893,12516488,8609209,50792,6358004,6307212,7721879,1261542,328359,2115982,,270046,2591288,-1363875,15.65720463,10.83549404,14.76766586
190197,COMMUNITY & MISSION HOSP-HUNTINGTON PARK,HUNTINGTON PARK,90255,TENET HEALTHCARE CORPORATION,145,0,90255,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.411053389,1255,9876,3625,,40068028,12589549,-13820166,55118272,4751318,1108447,216008560,21034794,5537385,189436384,179444656,42410,40300096,40257688,40459412,6456501,1743615,9649349,,,18570940,-159313,17.51081085,10.65513992,16.73710823
190198,LOS ANGELES COMMUNITY HOSPITAL,LOS ANGELES,90023,ALTA HEALTHCARE SYSTEM,92,0,90023,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0.97254318,,13830,3392,,26064614,4287774,-2773586,30362388,32184444,,121476360,30136836,1436365,89903160,90501120,409699,31384944,30975244,35498180,10309933,1997384,8398012,,,13314052,-4113237,17.24869919,12.92317772,16.40433121
190200,SAN GABRIEL VALLEY MEDICAL CENTER,SAN GABRIEL,917761507,CATHOLIC HEALTHCARE WEST,271,0,91776,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0.670626283,,23750,6617,3102,14558222,30002440,-14693137,48017028,27453068,20589750,350813024,114016776,19135100,217661136,273240288,612917,87949696,87336776,88501072,22876504,3151856,26669824,,,30941132,-551375,18.28528214,13.32598495,17.24759674
190230,"TENET HEALTHSYSTEM DFH, INC",INGLEWOOD,90301,TENET HEALTHSYSTEM,339,0,90301,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0.536081135,48260,42271,2717,,46200124,34750668,-2184136,88161600,56135128,,764186624,239570528,41672512,482943584,646544896,954990,119014848,118059864,113768752,26401864,6146983,35608104,,,36094684,5246099,18.58670235,13.76945591,17.4016571
190240,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,90712,TENET HEALTHCARE CORPORATION,161,0,90712,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0.71962899,,33231,5646,,63758536,41590504,-42743560,105559040,10592592,,603363648,77591936,26485230,499286496,509988384,3159156,96534416,93375264,78981576,16348178,2695271,30970040,,,24629302,17552844,18.35213661,14.96581554,17.01944733
190243,DOWNEY REGIONAL MEDICAL CENTER,DOWNEY,90241-701,DCH HEALTH SERVICES CORPORATION,193,0,90241,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0.663723469,,51242,3624,3975,19137312,31567592,-83478896,170186896,72426000,11159000,351559040,62972372,22372856,266213808,274928000,321891,88624336,88302448,107602128,18494818,5858500,40337444,,1546475,34907048,-18977784,18.296278,12.68196869,17.36819839
190256,EAST LOS ANGELES DOCTOR'S HOSPITAL,LOS ANGELES,90023,HEALTHPLUS+ CORPORATION,127,0,90023,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.561643839,,13426,1595,,9545672,7306234,-2050984,16965426,12735182,11651536,111796760,29606448,5961962,76228344,82017904,86102,32718272,32632168,33765112,9048166,1742476,8556045,,,10699820,-1046839,17.30080986,11.36328793,16.18573761
190280,AMI/HTI TARZANA-ENCINO JOINT VENTURE,ENCINO,91436,TENET HEALTHCARE CORPORATION,102,0,91436,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.952565134,,8929,3149,,22008534,9371668,-10981864,32717040,9200320,,386572896,72516896,6654375,307401600,328796416,872772,65367456,64494688,53130536,11915498,1011913,17983296,,263893,16478796,12236921,17.98209381,13.67943001,16.61758423
190298,FOOTHILL  HOSPITAL - MORRIS L. JOHNSTON MEMORIAL,GLENDORA,91741,CITRUS VALLEY HEALTH PARTNERS,106,0,91741,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.520883918,,23262,4221,,10310461,8428467,-28262308,25287668,9626994,3735102,151748928,27718356,10163563,113867016,117589768,715320,48405180,47689860,47959656,9290771,1822516,14112997,,,12069845,445521,17.68022919,13.48048496,16.30622101
190307,PAMC LTD,LOS ANGELES,90012,PACIFIC ALLIANCE MEDICAL CENTER LTD,80,0,90012,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.97760278,7326,,2517,,16886144,20214248,-10143241,55422184,10477245,11300600,64647444,17207274,1601593,45838576,21936968,285874,44716588,44430712,49463028,10028264,602343,12822022,,,20608058,-4746440,17.60944176,12.56330681,16.84119225
190315,"GARFIELD MEDICAL CENTER, INC.",MONTEREY PARK,91754,TENET HEALTHCARE CORPORATION,208,0,91754,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.926606953,48124,22843,6614,,33533720,37548292,-38475784,334244800,21566196,12018,1002281728,186299600,30841318,785140800,885025344,655155,144606912,143951760,107921464,26878076,4559329,40426456,,,32403542,36685452,18.7849884,13.39262676,17.29377747
190323,GLENDALE ADVENTIST MEDICAL CENTER,"GLENDALE, CA",91206,ADVENTIST HEALTH,381,1,91206,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0.746161878,38123,33030,8711,,45222512,79927584,-147191104,169299536,44761648,52425552,671331840,166299168,44604816,460427872,502632128,4230617,175706336,171475712,178280320,37044532,11321674,55600628,,4705777,57400744,-2573989,18.9599514,15.25785828,17.86556816
190328,EAST VALLEY HOSPITAL MEDICAL CENTER L.P,GLENDORA,917406207,JOSEPH CHANG,118,0,91740,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0.381611317,,9022,2244,,6396894,6312476,-282104,12806717,6790039,4184121,68586000,15267757,3616066,49702176,45854936,477068,23208128,22731060,23181204,5943481,880878,6962170,,,8406550,26923,16.93924332,13.07541466,15.9445219
190348,GRANADA HILLS COMMNITY HOSPITAL,GRANADA HILLS,91390-940,INTERNATIONAL PHILANTHROPIC HOSPITAL FOUNDATION,155,0,91390,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.443870991,,13894,1332,,4041376,13982005,-29116054,33632736,13847360,18212204,102452600,27860968,4899159,69692472,69931224,151359,32672732,32521372,44246588,9710764,2291262,13363259,,,13528241,-11573858,17.29740715,11.92741013,16.42028999
190352,"AHM GEMCH, INC.",SOUTH EL MONTE,91733,TENET HEALTHCARE CORPORATION,117,0,91733,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.587963939,,19021,4599,,26067216,16181627,-12033194,44298780,3782053,,237476336,44195104,10216071,183065168,202774192,95881,36321668,36225784,37317580,9670787,1680997,9994015,,,14064915,-995912,17.40528107,11.47086334,16.45919418
190366,ROBERT F. KENNEDY MEDICAL CENTER,HAWTHORNE,90250,DAUGHTERS OF CHARITY HEATLCARE SYSTEMS,250,0,90250,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.250947952,,12787,1571,43,24307430,22179230,-14346479,75065896,82993376,35555972,97300632,31534990,5534230,60231416,69225408,12889,29661732,29648844,34726320,8615901,1764236,9228382,,,11175462,-5064585,17.20493317,9.464129448,16.22923088
190380,HOLLYWOOD COMMUNITY HOSPITAL,HOLLYWOOD,90028,ALTA HEALTHCARE SYSTEM,160,0,90028,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.471797943,,,651,,4302721,4536437,-3022669,8859635,16333146,,69183544,27144384,3075756,38963400,48884408,65894,20365028,20299136,23258756,6946222,526405,4318871,,,10083241,-2893727,16.82608795,11.09580231,16.12638474
190382,QUEEN OF ANGELS - HOLLYWOOD PRESB.,LOS ANGELES,90027,TENET HEALTHCARE CORPORATION,410,0,90027,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,0.759725988,13898,35103,5673,,51931732,66201136,-24230820,219834528,18359802,,971520576,199814112,20250204,751456256,831508864,481411,144700160,144218752,148308384,37330352,6029897,46848656,,168484,46820976,-3608220,18.78684235,13.08447647,17.66184235
190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,MISSION HILLS,913451285,SISTER OF PROVIDENCE HEALTH SYSTEM,251,1,91345,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,1,0.822179735,260,37339,6107,5289,47469576,24900660,-15795664,78790840,38378104,26448680,480386848,107936600,24937142,347513088,363037728,1327972,129867520,128539544,130215400,30409476,4849763,47775264,,,40536412,-347881,18.67174721,14.09916306,17.51771164
190392,GOOD SAMARITIAN HOSPITAL,LOS ANGELES,90017,GOOD SAMARITAN HOSPITAL,362,0,90017,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0.714402437,7138,23132,6379,1514,57324112,82682016,-197946032,217030240,81219608,89797824,650438912,187148608,13762258,449528032,472716736,2043475,179915648,177872176,193652304,43814376,7243275,76186728,1946003,1145504,50047896,-13736655,18.99657631,14.53016281,17.72849083
190400,PASADENA HOSPITAL ASSOCIATION,PASADENA,911053010,"PASADENA HOSPITAL ASSOCIATION, LTD",376,0,91105,1,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,1.001085639,8963,59154,10845,,71743872,124223784,-163904752,256975456,62108248,56908328,841073024,241279456,36959620,562833984,573435904,9517398,277164224,267646816,278112608,49832768,8035466,89041800,874467,4014805,101214832,-948378,19.40517807,16.06863213,18.43275642
190422,TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,905055073,TORRANCE HOSPITAL ASSOCIATION,251,0,90505,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0.996441662,,59161,17142,,53883928,94875040,-161621536,390058432,77781024,99050000,773510976,158213184,30822212,584475584,622242368,,215048128,215048128,211380800,37506952,7187366,91056904,,,58649904,3667333,19.18637276,,17.88709641
190455,LANCASTER HOSPITAL CORPORATION,LANCASTER,93534,UNIVERSAL HEALTH SYSTEMS INC.,74,0,93534,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0.986708641,,17165,5199,,14675598,13763535,-2613014,54805000,5838146,57246340,212536288,33109024,14112094,165315184,161057504,68789,51547576,51478788,60181496,9600648,2243808,23105860,,,13994445,-8633919,17.75667953,11.13879871,16.45417023
190468,LINCOLN HOSPITAL MEDICAL CENTER,LOS ANGELES,90033,MEDIMANAGER INC.,36,0,90033,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.193759516,,,1315,,6544099,1987912,-3585487,9474408,10182674,675897,15885085,1676300,64134,14144651,9531051,145,6354179,6354034,11166867,1169135,83077,4274562,,,4977682,-4812688,15.66460037,4.976733685,15.42047501
190470,LITTLE COMPANY OF MARY HOSPITAL,TORRANCE,90503,PROVIDENCE HEALTHCARE SYSTEMS,410,0,90503,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0.70910126,,49240,9829,,139215824,149579424,-115170408,379270368,116418824,137176128,565082624,135743376,40485528,388853696,398213408,5308308,172177520,166869216,173261440,36867184,14268527,51799632,,,55714080,-1083912,18.93272018,15.48478413,17.83574295
190475,COMMUNITY HOSPITAL OF LONG BEACH,LONG BEACH,90804,COMMUNITY HOSPITAL OF LONG BEACH,60,0,90804,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0.314703196,,15074,419,,8087287,1948691,-401959,10134949,3147054,3217970,54001684,11908847,10006863,32085976,32356132,421815,22067368,21645552,20360610,2905050,1682841,5796632,,,9166124,1706758,16.89031029,12.95232201,16.03102493
190500,"TENET HEALTHSYSTEM DFH, INC",MARINA DEL REY,90292,"TENET HEALTHSYSTEM DFH, INC.",166,0,90292,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0.25893712,,17540,1726,,10823297,25454806,-511964,36278104,24395036,,182803968,43002844,17092556,122708568,148190288,1035306,35648984,34613680,49874256,13638431,3472172,14099917,,,17041682,-14225274,17.35976028,13.85020733,16.65117264
190517,AMI - HTI TARZANA ENCINO JOINT VENTURE,TARZANA,91356,TENET HEALTHCARE CORPORATION,210,0,91356,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0.839856446,3437,26174,10108,,43308044,39902124,-29751196,156531264,15877820,22815904,1089277184,188948464,20397350,879931328,909897408,851401,180231136,179379728,143332912,27549080,3960901,52961124,,268502,47975268,36898216,19.00501633,13.65463829,17.68619537
190521,MEMORIAL HOSPITAL OF GARDENA,GARDENA,90247,HEALTHPLUS+,107,0,90247,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.957572639,4388,26501,1592,335,20278840,11466936,-2975055,32318928,17801188,13693096,139959152,26920618,11000461,102038072,95854672,169274,48417840,48248564,52069248,13431761,2368288,14292279,,,13902504,-3651408,17.69187737,12.03927422,16.44758034
190522,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,GLENDALE,912042594,CATHOLIC HEALTHCARE WEST,334,0,91204,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0.662119627,37395,33672,7693,,34348816,72728784,-21023574,113161424,20565256,15406477,570475648,145484768,35668680,389322208,442631008,1620377,144650144,143029760,140783456,30862768,10331790,51283096,,,41945528,3866687,18.77856255,14.29816914,17.55188179
190524,SAN FERNANDO COMMUNITY HOSPITAL INC.,PANORAMA CITY,914024677,SAN FERNANDO COMMUNITY INC.,150,0,91402,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.523159862,,11863,4593,,19222564,19758872,-9448085,91577656,8702031,34643360,72407104,30559818,7605173,34242112,40072268,1486045,34110560,32624516,33725252,9556286,3518579,7730631,,,11915065,385311,17.30057526,14.21162891,16.29331398
190525,LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,908011428,MEMORIAL HEALTH SERVICES,541,0,90801,1,0,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0.655782044,7302,44662,23050,,327690016,83416352,-238539600,416884032,217895888,92398624,747467072,161892800,41447540,544126720,520988640,39315924,323391936,284076032,324740256,48329732,18628972,103254704,407047,3960686,82388848,-1348310,19.4647522,17.48714066,18.22696114
190529,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,ARCADIA,91007,METHODIST HOSPITAL OF SOUTHERN CALIFORNIA,221,0,91007,1,0,0,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0.849290252,,32559,7520,,37334436,62564816,-95577712,139198896,18477680,27897736,424951712,84083584,17412242,323455904,301855008,1277780,125483648,124205872,121373824,26080856,3831931,46700684,,,37802320,4109824,18.63745117,14.06063461,17.4478817
190534,MIDWAY HOSPITAL MEDICAL CENTER,LOS ANGELES,90019,TENET HEALTHCARE CORPORATION,225,0,90019,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0.437333316,,16506,3762,,58534296,24995880,-15753076,110650184,13568927,,639416128,124006504,22173148,493236480,577127552,269170,73576208,73307040,66400216,13792567,2715883,22003808,,115507,24564452,7175998,18.11016655,12.50309849,17.01681137
190541,MONROVIA COMMUNITY HOSPITAL,MONROVIA,91017,ALTA HEALTHCARE SYSTEM,20,0,91017,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0.97410953,,,569,,2160013,1667245,-1106259,3923033,6216399,,21685552,6771630,,14913922,14422303,67503,7330752,7263249,8290543,2160785,,2293049,,186425,3231125,-959791,15.79833794,11.11992741,14.98834133
190547,MONTEREY PARK HOSPITAL,MONTEREY PARK,91754,TENET HEALTHCARE CORP,101,0,91754,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0.724372685,,11455,3832,,17093516,20941618,-17065900,39204236,5917166,,355115840,55560636,9077124,290478080,311624096,221091,50147168,49926080,41363632,7879739,1123295,11855014,,253626,17081608,8783537,17.72605324,12.30632973,16.65351295
190555,CEDARS~SINAI MEDICAL CENTER,LOS ANGELES,900481865,CEDARS~SINAI MEDICAL CENTER,875,1,90048,0,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0.874789834,84728,75654,17772,6021,511797216,473423456,-536206048,1444978944,170729456,783820672,3099876608,638674560,140640304,2320561664,2194097664,98357000,1004135808,905778816,975571072,130724344,46573588,309857952,47843064,18880740,320106720,28564740,20.62430573,18.40411377,19.58416557
190587,PACIFIC HOSPITAL OF LONG BEACH,LONG BEACH,90806,PACIFIC HOSPITAL OF LONG BEACH,139,0,90806,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0.826805949,9146,15269,5559,,39787796,19675976,-8896449,59463772,23880232,17404292,354801280,43918448,9298745,301584096,255176512,309071,109504976,109195904,103247656,16427296,2931375,37764284,,1438040,39867016,6257321,18.50865364,12.64132595,17.50106049
190599,SUBURBAN MEDICAL CENTER,PARAMOUNT,90723,TENET HEALTHCARE CORPORATION,182,0,90723,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.496658117,,21679,4100,,46727968,5707275,-7246096,55702760,4721884,,342076576,39456524,13160319,289459712,290359520,233254,52911268,52678016,51539808,11502864,1609933,15563615,,,18546756,1371462,17.77970886,12.35988331,16.73580551
190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,POMONA,91767,POMONA VALLEY HOSPITAL MEDICAL CENTER,436,0,91767,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0.63951236,25300,53981,11006,,57900460,106685184,-183261936,239248240,35126536,73225344,944479616,260588448,19393380,664497792,773545728,5021953,224853616,219831664,230632720,55488600,8532845,72040048,,1855060,59508232,-5779100,19.20837212,15.42932987,17.90162468
190631,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,WHITTIER,90602,INTERHEALTH CORP.,227,0,90602,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0.905425131,36434,49549,6703,2036,79860672,52198848,-103424632,336921120,28323808,116105216,519525568,132005304,38360524,349159744,373811904,2312314,175608992,173296688,169804576,31566900,12323200,44361456,,1165407,51233680,5804414,18.9705162,14.653759,17.75190735
190636,CITRUS VALLEY MEDICAL CENTER,WEST COVINA,91790,CITRUS VALLEY HEALTH PARTNERS,547,0,91790,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0.626150072,,65952,11371,,53726192,74921744,-149334592,173242592,24920200,86461128,760072832,208719584,33372088,517981152,582956992,2626076,209516272,206890192,215886800,52092488,8606031,66524728,,,58707372,-6370532,19.14769936,14.78100109,17.88807678
190661,CITY OF ANGELS MEDICAL CENTER,LOS ANGELES,90026,"INTERCARE HEALTH SYSTEMS, INC.",180,0,90026,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.638295293,,4092,1081,,19540192,2530649,-3086422,22560424,43972692,12998225,104916128,41100456,9536076,54279600,65574156,3241665,42583640,39341976,44400792,9441691,2687346,7257831,,150000,16346249,-1817148,17.48780251,14.99159718,16.60950851
190673,SAN DIMAS COMMUNITY HOSPITAL,SAN DIMAS,91773-030,TENET HEALTH SYSTEM,93,0,91773,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.759198666,,16094,5200,,13899884,19422996,-6626987,33451276,31928840,,315218432,42283772,13121986,259812688,271745440,111164,43584156,43472992,41284696,8557693,1527333,12558188,,,16875204,2299462,17.5876503,11.61876202,16.64135551
190680,LITTLE COMPANY OF MARY SAN PEDRO HOSPITAL,SAN PEDRO,90732,LITTLE COMPANY OF MARY HEALTH SERVICES,507,0,90732,1,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0.611407399,,25345,2842,,21810800,30564164,-70443312,99116896,5260035,31616344,297878144,90708784,11112913,196056464,208837696,553629,89594088,89040464,86637104,28188868,2373765,22403932,,,28729744,2956990,18.30460167,13.22424984,17.17344284
190681,AVALON MEMORIAL HOSPITAL INC.,LOS ANGELES,9003,EDWARD C ALLRED M. D.,17,0,9003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038195003,,,8951,,659542,97700,-410296,757242,365137,29225,2745124,181394,,2563730,350623,24,2394525,2394501,3218787,755709,,983948,,,1136916,-824262,14.68868542,3.178053856,13.94382954
190685,SANTA MARTA HOSPITAL,LOS ANGELES,90022,CARONDELET HEALTH SERVICES,94,1,90022,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.457767427,,13474,3170,,4649988,4197424,-17747012,9480711,15414212,65586,67201432,12415026,4960686,49825720,40310204,206575,27217016,27010442,34312168,6897784,1773070,9466047,,,14651089,-7095151,17.11173439,12.23841858,16.5000248
190687,SANTA MONICA - UCLA MEDICAL CENTER,SANTA MONICA,90404,REGENTS OF THE UNIVERSITY OF CALIFORNIA,337,0,90404,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0.508759797,,33360,6238,,42752116,22761716,-8188012,160162752,122249208,32649892,269518304,50949828,9502495,209066000,200098880,4327576,96906392,92578816,121219960,30245224,3804645,45659580,,1335294,37650704,-24313564,18.34357071,15.28051853,17.44386292
190691,SANTA TERESITA HOSPITAL INC,DUARTE,91010-170,SANTA TERESITA HOSPITAL INC,216,0,91010,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.811136484,,12477,2423,,5700891,12686522,-31173580,19516508,7735886,20899402,64528972,17594140,2768695,44166136,42854384,130047,25462904,25332856,31583526,7641030,847910,10903519,,,10390655,-6120622,17.04761314,11.77565098,16.15641785
190696,PACIFICA OF THE VALLEY CORPORATION,SUN VALLEY,91352,DOCTORS COMMUNITY HEALTHCARE CORPORATION,172,0,91352,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0.878623724,,15954,1539,,142406496,16917048,-9945079,160314208,188855312,,111637760,35545332,4583242,71509184,64507416,570088,51026648,50456560,59919316,17611794,2064949,11602682,,,16805988,-8892671,17.73662376,13.25354576,16.63724518
